Rank	TF	Score	Pvalue
283	ONECUT2	0.7096598497701665	66.34623171290428
284	ONECUT1	0.7096598497701665	65.94383028433563
285	ZFP110	0.7096598497701665	65.54592505519369
286	ZFP282	0.7096598497701665	65.15241665888846
287	POU3F2	0.7096598497701665	64.7632089868828
288	ZKSCAN3	0.7096598497701665	64.37820904779528
289	POU4F2	0.7096598497701665	63.99732683404349
290	ZFP628	0.7096598497701665	63.62047519553303
291	EOMES	0.7096598497701665	63.24756971997371
292	ZFP143	0.7096598497701665	62.878528619386
293	TBX2	0.7096598497701665	62.5132726224343
294	TGIF1	0.7096598497701665	62.151724872219006
295	ZFP239	0.7096598497701665	61.79381082921836
296	MSX2	0.7096598497701665	61.43945817904202
297	PRRX2	0.7096598497701665	61.08859674474141
298	EPAS1	0.7096598497701665	27.765996295610904
299	SRY	0.7096598497701665	25.51046976593358
300	SP4	0.7096598497701665	27.493104940998933
301	ZIC5	0.7096598497701665	8.548352414822887
302	ELF5	0.7096598497701665	9.684143590395593
303	E2F2	0.7096598497701665	9.601803328241942
304	WT1	0.7096598497701665	9.519653009192439
305	EGR2	0.7096598497701665	9.437691758937774
306	DMTF1	0.7096598497701665	9.355918709193986
307	HINFP	0.7096598497701665	9.27433299764391
308	GMEB2	0.7096598497701665	9.192933767881811
309	E2F3	0.7096598497701665	9.111720169364219
310	ZBTB14	0.7096598497701665	9.030691357350804
311	PLAG1	0.7096598497701665	8.949846492856238
312	ZFP300	0.7096598497701665	8.869184742592495
313	E2F1	0.7096598497701665	8.788705278926614
314	EGR1	0.7096598497701665	8.70840727981954
315	KLF12	0.7096598497701665	8.628289928782237
316	ZIC3	0.7096598497701665	8.468593932399244
317	ETV6	0.7096598497701665	9.8493974716921
318	ZFP524	0.7096598497701665	8.389013681371011
319	ZIC2	0.7096598497701665	8.309610866946116
320	DNAJC21	0.7096598497701665	8.230384699640297
321	ZFP219	0.7096598497701665	8.151334395225035
322	MZF1	0.7096598497701665	8.07245917468481
323	ZSCAN10	0.7096598497701665	7.993758264166274
324	GLI2	0.7096598497701665	7.915230894936087
325	GLIS2	0.7096598497701665	7.836876303334861
326	CDX2	0.7096598497701665	7.758693730734933
327	CDX1	0.7096598497701665	7.680682423490396
328	HOXD10	0.7096598497701665	7.602841632901004
329	HOXC9	0.7096598497701665	7.525170615163233
330	HOXC12	0.7096598497701665	7.447668631329236
331	HOXC11	0.7096598497701665	7.370334947266542
332	ELF2	0.7096598497701665	9.766674676037837
333	SPI1	0.7096598497701665	9.932312870071598
334	KLF14	0.7096598497701665	27.357439453057765
335	PITX1	0.7096598497701665	11.372239114501212
336	NR2F2	0.7096598497701665	12.60339891917647
337	RORA	0.7096598497701665	12.514033382905325
338	VSX1	0.7096598497701665	12.424891540325405
339	POU6F1	0.7096598497701665	12.33597227436303
340	NANOG	0.7096598497701665	12.247274476292205
341	CRXOS	0.7096598497701665	12.158797045647873
342	ZBTB7C	0.7096598497701665	12.07053889014918
343	NKX3-1	0.7096598497701665	11.982498925615573
344	NKX2-4	0.7096598497701665	11.894676075888526
345	NKX2-3	0.7096598497701665	11.807069272750084
346	NKX2-1	0.7096598497701665	11.719677455848455
347	NKX2-6	0.7096598497701665	11.632499572615643
348	OTX1	0.7096598497701665	11.545534578199806
349	OBOX6	0.7096598497701665	11.458781435380956
350	OTX2	0.7096598497701665	11.28590659339369
351	MYB	0.7096598497701665	10.015421770138119
352	OBOX3-PS8	0.7096598497701665	11.199782857304626
353	PITX2	0.7096598497701665	11.113866898826586
354	OBOX5	0.7096598497701665	11.028157717825025
355	NRL	0.7096598497701665	10.942654321370242
356	MAF	0.7096598497701665	10.857355723665478
357	MAFB	0.7096598497701665	10.772260945982396
358	GRHL3	0.7096598497701665	10.687369016590992
359	YY1	0.7096598497701665	10.602678970693603
360	GFI1	0.7096598497701665	10.518189850361068
361	HNF4A	0.7096598497701665	10.433900704465202
362	ZBTB3	0.7096598497701665	10.34981058861365
363	EGR3	0.7096598497701665	10.265918565093045
364	HELT	0.7096598497701665	10.182223702795113
365	SP100	0.7096598497701665	10.098725077166648
366	HOXC10	0.7096598497701665	7.293168833616164
367	HOXB9	0.7096598497701665	7.2161695657464975
368	HOXB13	0.7096598497701665	7.139336423717793
369	DMRTA2	0.7096598497701665	3.564186890049484
370	CARF	0.7096598497701665	4.549566088100391
371	ZNF83	0.7096598497701665	4.478270473664736
372	RELB	0.7096598497701665	4.407117308104375
373	RELA	0.7096598497701665	4.336106023326863
374	NHLH1	0.7096598497701665	4.265236054632055
375	KLF10	0.7096598497701665	4.194506840685563
376	SREBF1	0.7096598497701665	4.123917823488625
377	ZFA-PS	0.7096598497701665	4.0534684483546926
378	ZZZ3	0.7096598497701665	3.983158163885264
379	MYBL2	0.7096598497701665	3.912986421936637
380	DMRT2	0.7096598497701665	3.8429526776039893
381	ZFP784	0.7096598497701665	3.7730563891879
382	ZFP637	0.7096598497701665	3.7032970181717815
383	ZKSCAN1	0.7096598497701665	3.6336740292003356
384	ZSCAN20	0.7096598497701665	3.494835071606076
385	HOXA13	0.7096598497701665	7.062668692241743
386	POU3F3	0.7096598497701665	3.425618047840487
387	POU3F4	0.7096598497701665	3.356535295786955
388	POU2F1	0.7096598497701665	3.2875862955152684
389	POU1F1	0.7096598497701665	3.2187705301097367
390	SP2	0.7096598497701665	3.1500874856447467
391	PITX3	0.7096598497701665	3.0815366511645266
392	OBOX1	0.7096598497701665	3.0131175186569976
393	OBOX3	0.7096598497701665	2.9448295830326856
394	OBOX2	0.7096598497701665	2.8766723421022675
395	CRX	0.7096598497701665	2.80864529655247
396	ZNF350	0.7096598497701665	2.74074794993021
397	NFE2L1	0.7096598497701665	2.6729798086114442
398	MEIS3P2	0.7096598497701665	2.605340381789688
399	MEIS3	0.7096598497701665	2.5378291814454883
400	REST	0.7096598497701665	4.621004722921214
401	BCL3	0.7096598497701665	4.692586953085026
402	HSF2	0.7096598497701665	4.764313357021763
403	ZFP652	0.7096598497701665	4.836184516665469
404	HOXA11	0.7096598497701665	6.986165660638392
405	HOXA10	0.7096598497701665	6.909826622797652
406	HOXD13	0.7096598497701665	6.83365087713986
407	HOXC13	0.7096598497701665	6.757637726581208
408	NR2E3	0.7096598497701665	6.681786478489869
409	FOXK1	0.7096598497701665	6.606096444649211
410	KLF9	0.7096598497701665	6.5305669412230145
411	THRA	0.7096598497701665	6.4551972887175
412	RORB	0.7096598497701665	6.37998681194324
413	CUX2	0.7096598497701665	6.30493483997958
414	NR2C1	0.7096598497701665	6.230040706138311
415	NR1H4	0.7096598497701665	6.155303747928485
416	HIC2	0.7096598497701665	6.080723307024698
417	ZEB1	0.7096598497701665	6.006298729223715
418	HOXD12	0.7096598497701665	5.932029364420316
419	HOXD11	0.7096598497701665	5.85791456656375
420	IRF9	0.7096598497701665	5.783953693633066
421	MECOM	0.7096598497701665	5.710146107594824
422	PRDM16	0.7096598497701665	5.636491174376317
423	HOMEZ	0.7096598497701665	5.5629882638324375
424	ZBTB33	0.7096598497701665	5.489636749710257
425	ZNF589	0.7096598497701665	5.416436009618053
426	SMAD3	0.7096598497701665	5.343385424995972
427	TRIM28	0.7096598497701665	5.270484381081303
428	SPDEF	0.7096598497701665	5.197732266880905
429	ELF3	0.7096598497701665	5.1251284751344315
430	ELF1	0.7096598497701665	5.05267240229449
431	ELK3	0.7096598497701665	4.9803634484853205
432	CENPB	0.7096598497701665	4.908201017478802
433	ESR1	0.7096598497701665	12.692989274642684
434	NR1I2	0.7096598497701665	12.782805583326137
435	PPARA	0.7096598497701665	12.872848987848386
436	IRF6	0.7096598497701665	21.38745892901744
437	ESRRB	0.7096598497701665	23.027781985206673
438	NR4A2	0.7096598497701665	22.908077174965
439	MTERF1	0.7096598497701665	22.788773386614736
440	HSF1	0.7096598497701665	22.669867942206025
441	PGR	0.7096598497701665	22.5513581905235
442	HMBOX1	0.7096598497701665	22.43324150673226
443	RREB1	0.7096598497701665	22.3155152920298
444	NR2F6	0.7096598497701665	22.198176973300804
445	NR2F1	0.7096598497701665	22.081224002781624
446	NR1D1	0.7096598497701665	21.964653857729104
447	JUNB	0.7096598497701665	21.84846404008968
448	JUN	0.7096598497701665	21.73265207618215
449	FOSB	0.7096598497701665	21.61721551638169
450	BACH1	0.7096598497701665	21.502151934807614
451	IRF5	0.7096598497701665	21.273134119705617
452	NFATC2	0.7096598497701665	19.49215564486036
453	IRF4	0.7096598497701665	21.159175150409595
454	IRF3	0.7096598497701665	21.04557968721508
455	ZFP263	0.7096598497701665	20.932345418471584
456	SP1	0.7096598497701665	20.819470054508997
457	TBX4	0.7096598497701665	20.70695132736273
458	FEV	0.7096598497701665	20.594786990494242
459	ETV4	0.7096598497701665	20.482974818529215
460	ETV1	0.7096598497701665	20.371512606986045
461	ETS2	0.7096598497701665	20.260398172018682
462	ETS1	0.7096598497701665	20.149629350160694
463	ERF	0.7096598497701665	20.039203998068217
464	TFCP2L1	0.7096598497701665	19.9291199922761
465	SPIC	0.7096598497701665	19.819375228950264
466	FOXO3	0.7096598497701665	19.709967623647174
467	NR0B1	0.7096598497701665	23.14789052238538
468	NR4A1	0.7096598497701665	23.268405519008752
469	ESRRA	0.7096598497701665	23.38932973542208
470	ESRRG	0.7096598497701665	23.51066596018083
471	KLF13	0.7096598497701665	27.22228882589195
472	RFX4	0.7096598497701665	27.08764916639953
473	BHLHE40	0.7096598497701665	26.953516625471224
474	ATF6	0.7096598497701665	26.819887397323413
475	CREB1	0.7096598497701665	26.686757718858047
476	ATF3	0.7096598497701665	26.554123869020486
477	IRF1	0.7096598497701665	26.42198216818136
478	IRF7	0.7096598497701665	26.290328977516765
479	IRF2	0.7096598497701665	26.159160698414382
480	STAT2	0.7096598497701665	26.028473771876122
481	NFATC4	0.7096598497701665	25.898264677946827
482	FOXF1	0.7096598497701665	25.768529935136513
483	FOXJ1	0.7096598497701665	25.63926609987047
484	PKNOX2	0.7096598497701665	2.4704457223331246
485	SOX12	0.7096598497701665	25.382137563936226
486	SOX14	0.7096598497701665	25.254266160782947
487	SOX15	0.7096598497701665	25.126852259156863
488	ZFP105	0.7096598497701665	24.999892597001462
489	SOX4	0.7096598497701665	24.873383947031186
490	SOX11	0.7096598497701665	24.74732311622637
491	SOX2	0.7096598497701665	24.62170694536087
492	GTF3C1	0.7096598497701665	24.496532308520784
493	REL	0.7096598497701665	24.37179611263744
494	JDP2	0.7096598497701665	24.247495297030838
495	ATF1	0.7096598497701665	24.123626832961378
496	CREM	0.7096598497701665	24.000187723181824
497	RARG	0.7096598497701665	23.877175001503645
498	RARA	0.7096598497701665	23.754585732373556
499	NR5A1	0.7096598497701665	23.632417010447625
500	NFATC3	0.7096598497701665	19.60089511107452
501	NFATC1	0.7096598497701665	19.38374719732107
502	RARB	0.7096598497701665	12.963120639520923
503	GBX2	0.7096598497701665	14.439483242566325
504	INSM1	0.7096598497701665	15.78349736999553
505	ZEB2	0.7096598497701665	15.685795943787014
506	SNAI3	0.7096598497701665	15.58836182687645
507	SNAI1	0.7096598497701665	15.49119356054672
508	PKNOX1	0.7096598497701665	15.394289697989905
509	ZSCAN21	0.7096598497701665	15.29764880417514
510	MYPOP	0.7096598497701665	15.201269455724798
511	ISL1	0.7096598497701665	15.105150240784155
512	EVX2	0.7096598497701665	15.009289758902355
513	MTF1	0.7096598497701665	14.913686620906333
514	CUX1	0.7096598497701665	14.818339448779
515	ISL2	0.7096598497701665	14.723246875545385
516	HESX1	0.7096598497701665	14.628407545150594
517	VENTX	0.7096598497701665	14.533820112343903
518	ISX	0.7096598497701665	14.345395611836977
519	NFE2L2	0.7096598497701665	19.27566775923134
520	HOXB8	0.7096598497701665	14.251555906640135
521	HMX1	0.7096598497701665	14.157962823817286
522	GBX1	0.7096598497701665	14.064615070458728
523	GATA5	0.7096598497701665	13.971511363790967
524	KLF15	0.7096598497701665	13.878650431080814
525	PPARG	0.7096598497701665	13.786031009521537
526	ZFP281	0.7096598497701665	13.693651846134628
527	SPZ1	0.7096598497701665	13.601511697667434
528	KLF1	0.7096598497701665	13.509609330492935
529	ZFP202	0.7096598497701665	13.417943520509937
530	PATZ1	0.7096598497701665	13.326513053045005
531	ZIC1	0.7096598497701665	13.235316722757602
532	ZFP423	0.7096598497701665	13.14435333354146
533	RXRA	0.7096598497701665	13.053621698433119
534	HMX3	0.7096598497701665	15.881467576256966
535	FOXQ1	0.7096598497701665	15.979708045499137
536	ZBED6	0.7096598497701665	16.078220272954923
537	CNOT3	0.7096598497701665	16.177005766300795
538	FOSL2	0.7096598497701665	19.167915339609294
539	BATF	0.7096598497701665	19.060487965487084
540	BACH2	0.7096598497701665	18.95338368170013
541	JUND	0.7096598497701665	18.846600550670416
542	FOSL1	0.7096598497701665	18.740136652197464
543	FOS	0.7096598497701665	18.633990083251604
544	SP8	0.7096598497701665	18.52815895776837
545	KLF7	0.7096598497701665	18.422641406451135
546	TP53	0.7096598497701665	18.317435576565288
547	ZFP128	0.7096598497701665	18.21253963175377
548	ARHGEF12	0.7096598497701665	18.107951751833184
549	ZBTB7B	0.7096598497701665	18.003670132615525
550	NFKB1	0.7096598497701665	17.899692985711
551	ZIC4	0.7096598497701665	17.796018538352712
552	KLF4	0.7096598497701665	17.692645033209885
553	KLF16	0.7096598497701665	17.589570728210674
554	ZFP740	0.7096598497701665	17.48679389636692
555	IKZF2	0.7096598497701665	17.384312825598386
556	IKZF1	0.7096598497701665	17.282125818565362
557	KLF6	0.7096598497701665	17.18023119249625
558	ZBTB7A	0.7096598497701665	17.07862727902034
559	EGR4	0.7096598497701665	16.97731242401136
560	E2F5	0.7096598497701665	16.876284987417478
561	LHX4	0.7096598497701665	16.775543343103493
562	LHX8	0.7096598497701665	16.67508587870026
563	EVX1	0.7096598497701665	16.574910995442792
564	EMX2	0.7096598497701665	16.47501710801896
565	VSX2	0.7096598497701665	16.37540264442009
566	POU6F2	0.7096598497701665	16.2760660457958
567	CEBPB	0.7096598497701665	225.79381082921833
